sentence_id,text,token,ner_tag
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,The,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,patient,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,with,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,severe,B-CONDITION
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,asthma,I-CONDITION
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,was,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,prescribed,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,20mg,B-DOSAGE
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,Cromolyn,B-MEDICATION
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,after,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,an,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,emergency,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,visit,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,to,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,the,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,ER,B-PROCEDURE
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,due,O
0,The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,to,O
