sentence_id,text,token,ner_tag
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,The,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,patient,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,underwent,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,an,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,emergency,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,Angioplasty,B-PROCEDURE
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,procedure,I-PROCEDURE
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,due,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,to,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,severe,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,chest,B-SYMPTOM
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,pain,I-SYMPTOM
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,and,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,was,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,prescribed,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,5mg,B-DOSAGE
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,Aspirin,B-MEDICATION
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,and,O
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,20mg,B-DOSAGE
0,The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,Atorvastatin,B-MEDICATION
