sentence_id,text,token,ner_tag
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,Emergency,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,team,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,performed,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,an,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,urgent,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,tracheostomy,B-PROCEDURE
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,on,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,the,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,7-year-old,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,patient,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,who,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,was,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,experiencing,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,severe,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,कफ़,B-SYMPTOM
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,and,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,extreme,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,difficulty,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,breathing,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,after,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,being,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,diagnosed,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,with,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,severe,O
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,पैब्लोइड,B-CONDITION
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,डिस्प्लाज़िया,I-CONDITION
0,Emergency team performed an urgent tracheostomy on the 7-year-old patient who was experiencing severe कफ़ and extreme difficulty breathing after being diagnosed with severe पैब्लोइड डिस्प्लाज़िया.,.,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",The,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",patient,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",was,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",rushed,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",to,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",the,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",ICU,B-PROCEDURE
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",after,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",experiencing,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",severe,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",chest,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",pain,B-SYMPTOM
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",and,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",shortness,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",of,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",breath,B-SYMPTOM
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",and,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",a,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",sudden,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",drop,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",in,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",blood,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",pressure,B-TEST
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",due,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",to,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",a,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",cardiac,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",arrest,B-PROCEDURE
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",caused,O
1,"The patient was rushed to the ICU after experiencing severe chest pain, shortness of breath, and a sudden drop in blood pressure due to a cardiac arrest caused by a severe case of हृदय रोग.",by,O
