text,tokens,ner_tags
The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 20mg Atorvastatin daily.,"['The', 'patient', 'underwent', 'an', 'emergency', 'Angioplasty', 'procedure', 'due', 'to', 'severe', 'chest', 'pain', 'and', 'was', 'prescribed', '5mg', 'Aspirin', 'and', '20mg', 'Atorvastatin', 'daily', '.']","['O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-DOSAGE', 'O']"
The patient was admitted to the ICU due to severe बुखार and respiratory distress after undergoing an emergency Angioplasty procedure and was prescribed 200mg of Ibuprofen and 50mg of Atorvastatin.,"['The', 'patient', 'was', 'admitted', 'to', 'the', 'ICU', 'due', 'to', 'severe', 'बुखार', 'and', 'respiratory', 'distress', 'after', 'undergoing', 'an', 'emergency', 'Angioplasty', 'procedure', 'and', 'was', 'prescribed', '200mg', 'of', 'Ibuprofen', 'and', '50mg', 'of', 'Atorvastatin', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-DOSAGE', 'O', 'B-MEDICATION', 'O', 'B-DOSAGE', 'O', 'B-MEDICATION', 'O']"
The patient underwent emergency Angioplasty due to severe Chest pain and was prescribed 100mg Aspirin twice daily after a positive Troponin test.,"['The', 'patient', 'underwent', 'emergency', 'Angioplasty', 'due', 'to', 'severe', 'Chest', 'pain', 'and', 'was', 'prescribed', '100mg', 'Aspirin', 'twice', 'daily', 'after', 'a', 'positive', 'Troponin', 'test', '.']","['O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-DOSAGE', 'I-DOSAGE', 'O', 'O', 'O', 'B-TEST', 'O', 'O']"
The patient with stage 4 chronic kidney disease underwent डायलिसिस three times a week and was prescribed 20mg of Atorvastatin daily to control high blood pressure.,"['The', 'patient', 'with', 'stage 4', 'chronic kidney disease', 'underwent', 'डायलिसिस', 'three times', 'a', 'week', 'and', 'was', 'prescribed', '20mg', 'of', 'Atorvastatin', 'daily', 'to', 'control', 'high blood pressure', '.']","['O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'B-PROCEDURE', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'O', 'B-MEDICATION', 'B-DOSAGE', 'O', 'O', 'B-CONDITION', 'O']"
The patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure after a series of abnormal ECG reports and was prescribed 10mg Aspirin twice daily.,"['The', 'patient', 'with', 'stage 2', 'हृदय रोग', 'underwent', 'an', 'emergency', 'Angioplasty', 'procedure', 'after', 'a', 'series', 'of', 'abnormal', 'ECG', 'reports', 'and', 'was', 'prescribed', '10mg', 'Aspirin', 'twice', 'daily', '.']","['O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-DOSAGE', 'I-DOSAGE', 'O']"
"The patient underwent an emergency Angioplasty procedure due to severe chest pain and high blood pressure, and was prescribed 5mg Atenolol twice daily.","['The', 'patient', 'underwent', 'an', 'emergency', 'Angioplasty', 'procedure', 'due', 'to', 'severe', 'chest', 'pain', 'and', 'high', 'blood', 'pressure', ',', 'and', 'was', 'prescribed', '5mg', 'Atenolol', 'twice', 'daily', '.']","['O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-CONDITION', 'I-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O']"
Patient underwent emergency Angioplasty due to severe chest pain and was prescribed 50mg Aspirin and 20mg Atorvastatin to manage high blood pressure और तेज़ बुखार。,"['Patient', 'underwent', 'emergency', 'Angioplasty', 'due', 'to', 'severe', 'chest', 'pain', 'and', 'was', 'prescribed', '50mg', 'Aspirin', 'and', '20mg', 'Atorvastatin', 'to', 'manage', 'high', 'blood', 'pressure', 'और', 'तेज़', 'बुखार', '।']","['O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'I-CONDITION', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
The patient underwent an emergency Angioplasty procedure due to severe chest pain and was prescribed 5mg Aspirin and 10mg Atorvastatin to control his high cholesterol and तेज़ बुखार.,"['The', 'patient', 'underwent', 'an', 'emergency', 'Angioplasty', 'procedure', 'due', 'to', 'severe', 'chest', 'pain', 'and', 'was', 'prescribed', '5mg', 'Aspirin', 'and', '10mg', 'Atorvastatin', 'to', 'control', 'his', 'high', 'cholesterol', 'and', 'तेज़', 'बुखार', '.']","['O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
The patient was diagnosed with stage 2 diabetes and underwent a коронарная angioplasty procedure after experiencing severe chest pain और तेज़ सांस लेने में परेशानी and was prescribed 20mg Atorvastatin and 5mg Amlodipine daily.,"['The', 'patient', 'was', 'diagnosed', 'with', 'stage', '2', 'diabetes', 'and', 'underwent', 'a', 'коронарная', 'angioplasty', 'procedure', 'after', 'experiencing', 'severe', 'chest', 'pain', 'और', 'तेज़', 'सांस', 'लेने', 'में', 'परेशानी', 'and', 'was', 'prescribed', '20mg', 'Atorvastatin', 'and', '5mg', 'Amlodipine', 'daily', '.']","['O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-DOSAGE', 'O']"
The patient underwent an emergency Angioplasty procedure due to severe तेज़ सांस लेने की समस्या and was prescribed 100mg Aspirin and 20mg Atenolol daily for किडनी रोग management.,"['The', 'patient', 'underwent', 'an', 'emergency', 'Angioplasty', 'procedure', 'due', 'to', 'severe', 'तेज़', 'सांस', 'लेने', 'की', 'समस्या', 'and', 'was', 'prescribed', '100mg', 'Aspirin', 'and', '20mg', 'Atenolol', 'daily', 'for', 'किडनी', 'रोग', 'management', '.']","['O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-DOSAGE', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O']"
A patient with severe हृदय रोग underwent an emergency Angioplasty procedure after a critical ECG report showed abnormal heart rhythms and was prescribed 20mg Atorvastatin daily.,"['A', 'patient', 'with', 'severe', 'हृदय', 'रोग', 'underwent', 'an', 'emergency', 'Angioplasty', 'procedure', 'after', 'a', 'critical', 'ECG', 'report', 'showed', 'abnormal', 'heart', 'rhythms', 'and', 'was', 'prescribed', '20mg', 'Atorvastatin', 'daily', '.']","['O', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-DOSAGE', 'O']"
"A patient with stage 2 तेज़ बुखार and severe खाँसी underwent an emergency डायलिसिस procedure after a critical ECG report showed abnormal heart rhythms, and was prescribed 200mg Ceftriaxone for 7 days.","['A', 'patient', 'with', 'stage', '2', 'तेज़', 'बुखार', 'and', 'severe', 'खाँसी', 'underwent', 'an', 'emergency', 'डायलिसिस', 'procedure', 'after', 'a', 'critical', 'ECG', 'report', 'showed', 'abnormal', 'heart', 'rhythms', 'and', 'was', 'prescribed', '200mg', 'Ceftriaxone', 'for', '7', 'days', '.']","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'O', 'O']"
The patient with stage 2 diabetes and तेज़ बुखार was rushed to the emergency room for an immediate CT scan and prescribed 100mg of Paracetamol after a डॉक्टर की जांच showed an abnormal Blood Pressure reading of 180/120 mmHg.,"['The', 'patient', 'with', 'stage 2', 'diabetes', 'and', 'तेज़', 'बुखार', 'was', 'rushed', 'to', 'the', 'emergency', 'room', 'for', 'an', 'immediate', 'CT', 'scan', 'and', 'prescribed', '100mg', 'of', 'Paracetamol', 'after', 'a', 'डॉक्टर', 'की', 'जांच', 'showed', 'an', 'abnormal', 'Blood', 'Pressure', 'reading', 'of', '180/120', 'mmHg', '.']","['O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'B-DOSAGE', 'O', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O']"
Patient with stage 2 हृदय रोग underwent Angioplasty after a critical ECG report showed abnormal heart rhythms and was prescribed 20mg Atorvastatin and 5mg Amlodipine daily.,"['Patient', 'with', 'stage 2', 'हृदय रोग', 'underwent', 'Angioplasty', 'after', 'a', 'critical', 'ECG', 'report', 'showed', 'abnormal', 'heart rhythms', 'and', 'was', 'prescribed', '20mg', 'Atorvastatin', 'and', '5mg', 'Amlodipine', 'daily', '.']","['O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-DOSAGE', 'O']"
Patient underwent emergency Appendectomy due to acute Appendicitis and was prescribed 400mg Ibuprofen and 500mg Ciprofloxacin for 7 days to manage post-operative सूजन and दर्द.,"['Patient', 'underwent', 'emergency', 'Appendectomy', 'due', 'to', 'acute', 'Appendicitis', 'and', 'was', 'prescribed', '400mg', 'Ibuprofen', 'and', '500mg', 'Ciprofloxacin', 'for', '7', 'days', 'to', 'manage', 'post-operative', 'सूजन', 'and', 'दर्द', '.']","['O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O']"
