sentence_id,text,token,ner_tag
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",Patient,O
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",ko,O
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",तेज,B-SYMPTOM
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",बुखार,I-SYMPTOM
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",(high,I-SYMPTOM
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",fever),I-SYMPTOM
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",aur,O
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",सीने,B-SYMPTOM
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",में,I-SYMPTOM
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",दर्द,I-SYMPTOM
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",(chest,I-SYMPTOM
0,"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.",pain),I-SYMPTOM
