text,tokens,ner_tags
"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne usko immediate ECG aur blood test karne ko kaha,  aur 500mg Paracetamol  prescribed kiya.","['Patient', 'ko', 'तेज', 'बुखार', '(high', 'fever)', 'aur', 'सीने', 'में', 'दर्द', '(chest', 'pain)', 'ki', 'shikayat', 'thi,', 'isliye', 'doctor', 'ne', 'usko', 'immediate', 'ECG', 'aur', 'blood', 'test', 'karne', 'ko', 'kaha,', 'aur', '500mg', 'Paracetamol', 'prescribed', 'kiya', '.']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O']"
"Patient ko तेज़ बुखार tha, aur usse सीने में दर्द भी हो रहा था.  Doctor ne usko immediate blood test karne ko kaha aur 250mg Paracetamol दिया।","['Patient', 'ko', 'तेज़', 'बुखार', 'tha', 'aur', 'usse', 'सीने', 'में', 'दर्द', 'भी', 'हो', 'रहा', 'था', 'Doctor', 'ne', 'usko', 'immediate', 'blood', 'test', 'karne', 'ko', 'kaha', 'aur', '250mg', 'Paracetamol', 'दिया', '।']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O']"
"Patient ke blood reports mein high cholesterol aur triglycerides dikh rahe hain, isliye doctor ne usko ek strict diet plan aur daily exercise ki salah di hai.","['Patient', 'ke', 'blood', 'reports', 'mein', 'high', 'cholesterol', 'aur', 'triglycerides', 'dikh', 'rahe', 'hain', 'isliye', 'doctor', 'ne', 'usko', 'ek', 'strict', 'diet', 'plan', 'aur', 'daily', 'exercise', 'ki', 'salah', 'di', 'hai']","['O', 'O', 'B-TEST', 'I-TEST', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'I-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O']"
"Patient के ख़ून में sugar level बहुत ज़्यादा था, इसलिए doctor ने उसको diabetes के लिए Insulin injection और strict diet plan बताया।","['Patient', 'के', 'ख़ून', 'में', 'sugar', 'level', 'बहुत', 'ज़्यादा', 'था', 'इसलिए', 'doctor', 'ने', 'उसको', 'diabetes', 'के', 'लिए', 'Insulin', 'injection', 'और', 'strict', 'diet', 'plan', 'बताया', '।']","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'B-MEDICATION', 'I-MEDICATION', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O']"
"Patient ke saath continuous chest pain hai, aur usko emergency mein angioplasty ki jarurat hai, isliye doctor ne ECG aur blood test karne ko kaha hai.","['Patient', 'ke', 'saath', 'continuous', 'chest', 'pain', 'hai', 'aur', 'usko', 'emergency', 'mein', 'angioplasty', 'ki', 'jarurat', 'hai', 'isliye', 'doctor', 'ne', 'ECG', 'aur', 'blood', 'test', 'karne', 'ko', 'kaha', 'hai']","['O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O']"
"Patient ko  तेज़ बुखार  tha,  aur usse  severe chest pain  bhi tha.  Doctor ne  ECG aur Blood test  kiya, aur  250mg Paracetamol  prescribed kiya.","['Patient', 'ko', 'तेज़', 'बुखार', 'tha,', 'aur', 'usse', 'severe', 'chest', 'pain', 'bhi', 'tha.', 'Doctor', 'ne', 'ECG', 'aur', 'Blood', 'test', 'kiya,', 'aur', '250mg', 'Paracetamol', 'prescribed', 'kiya', '.']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O']"
"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) hai, isliye doctor ne Blood test aur ECG karne ko kaha hai.","['Patient', 'ko', 'तेज', 'बुखार', '(high', 'fever)', 'aur', 'सीने', 'में', 'दर्द', '(chest', 'pain)', 'hai,', 'isliye', 'doctor', 'ne', 'Blood', 'test', 'aur', 'ECG', 'karne', 'ko', 'kaha', 'hai', '.']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'B-TEST', 'O', 'O', 'O', 'O', 'O']"
"Emergency में patient को  chest pain की शिकायत थी,  ECG किया गया जिसमे ST elevation दिखाई दिया,  फिर angioplasty की गई।","['Emergency', 'में', 'patient', 'को', 'chest', 'pain', 'की', 'शिकायत', 'थी', 'ECG', 'किया', 'गया', 'जिसमे', 'ST', 'elevation', 'दिखाई', 'दिया', 'फिर', 'angioplasty', 'की', 'गई', '।']","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O']"
"Patient ko तेज बुखार (high fever) aur सीने में दर्द (chest pain) ki shikayat thi, isliye doctor ne immediate ECG aur blood test karaya, phir unhe 10mg Panadol diya.","['Patient', 'ko', 'तेज', 'बुखार', '(high', 'fever)', 'aur', 'सीने', 'में', 'दर्द', '(chest', 'pain)', 'ki', 'shikayat', 'thi,', 'isliye', 'doctor', 'ne', 'immediate', 'ECG', 'aur', 'blood', 'test', 'karaya,', 'phir', 'unhe', '10mg', 'Panadol', 'diya', '.']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O']"
"Emergency में, patient को  तेज़ सीने में दर्द (B-SYMPTOM)  था,  ECG (B-TEST)  किया गया,  जिसमें STEMI (B-CONDITION)  दिखा और उसे तुरंत Angioplasty (B-PROCEDURE) की ज़रूरत थी।","['Emergency', 'में', ',', 'patient', 'को', 'तेज़', 'सीने', 'में', 'दर्द', '(', 'B-SYMPTOM', ')', 'था', ',', 'ECG', '(', 'B-TEST', ')', 'किया', 'गया', ',', 'जिसमें', 'STEMI', '(', 'B-CONDITION', ')', 'दिखा', 'और', 'उसे', 'तुरंत', 'Angioplasty', '(', 'B-PROCEDURE', ')', 'की', 'ज़रूरत', 'थी।']","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O']"
