sentence_id,text,token,ner_tag
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",The,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",patient,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",suddenly,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",experienced,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",severe,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",chest,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",pain,B-SYMPTOM
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",and,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",was,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",rushed,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",to,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",the,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",hospital,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",for,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",cardiac,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",arrest,B-CONDITION
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",",",O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",where,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",she,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",underwent,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",emergency,O
0,"The patient suddenly experienced severe chest pain and was rushed to the hospital for cardiac arrest, where she underwent emergency angioplasty.",angioplasty,B-PROCEDURE
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,The,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,patient,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,was,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,put,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,on,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,ventilator,B-PROCEDURE
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,support,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,and,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,received,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,2,B-DOSAGE
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,units,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,of,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,packed,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,red,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,blood,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,cells,B-MEDICATION
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,due,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,to,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,severe,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,दिल का दौरा,B-CONDITION
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,(,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,myocardial,I-CONDITION
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,infarction,I-CONDITION
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,) ,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,after,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,a,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,long,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,ECG,B-TEST
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,monitor,O
1,The patient was put on ventilator support and received 2 units of packed red blood cells due to severe दिल का दौरा ( myocardial infarction ) after a long ECG monitor.,.,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,मरीज़,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,के,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,लिए,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,Emergency,B-CONDITION
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,स्थिति,I-CONDITION
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,में,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,Heart Attack,B-SYMPTOM
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,के,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,लक्षणों,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,का,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,पता,O
2,मरीज़ के लिए Emergency स्थिति में Heart Attack के लक्षणों का पता लगाने के लिए ECG और Echo किया गया और फिर Angioplasty की सलाह दी गई है।,लगाने,O
