sentence_id,text,token,ner_tag
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,रोगी,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,को,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,तेज़,B-SYMPTOM
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,सिर,I-SYMPTOM
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,दर्द,I-SYMPTOM
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,और,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,बुखार,B-SYMPTOM
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,के,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,कारण,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,डॉक्टर,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,ने,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,ECG,B-TEST
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,और,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,ब्लड,B-TEST
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,टेस्ट,I-TEST
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,के,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,लिए,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,कहा,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,और,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,250mg,B-DOSAGE
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,Paracetamol,B-MEDICATION
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,दिया,O
0,रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,।,O
1,The patient with मधुमेह (Diabetes) underwent an Angioplasty procedure and was prescribed 5mg Atorvastatin daily for 30 days to control his तेज़ बुखार (high fever) and chest pain after a abnormal Lipid Profile test.,The,O
1,The patient with मधुमेह (Diabetes) underwent an Angioplasty procedure and was prescribed 5mg Atorvastatin daily for 30 days to control his तेज़ बुखार (high fever) and chest pain after a abnormal Lipid Profile test.,patient,O
1,The patient with मधुमेह (Diabetes) underwent an Angioplasty procedure and was prescribed 5mg Atorvastatin daily for 30 days to control his तेज़ बुखार (high fever) and chest pain after a abnormal Lipid Profile test.,with,O
1,The patient with मधुमेह (Diabetes) underwent an Angioplasty procedure and was prescribed 5mg Atorvastatin daily for 30 days to control his तेज़ बुखार (high fever) and chest pain after a abnormal Lipid Profile test.,मधुमेह,B-CONDITION
1,The patient with मधुमेह (Diabetes) underwent an Angioplasty procedure and was prescribed 5mg Atorvastatin daily for 30 days to control his तेज़ बुखार (high fever) and chest pain after a abnormal Lipid Profile test.,(,O
