text,tokens,ner_tags
The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,"['The', 'patient', 'underwent', 'emergency', 'surgery', 'for', 'acute', 'pancreatitis', 'after', 'experiencing', 'severe', 'abdominal', 'pain', 'and', 'a', 'high', 'viral', 'load', 'due', 'to', 'HBV', 'infection', '.']","['O', 'O', 'O', 'B-CONDITION', 'B-PROCEDURE', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O']"
The patient को severe बुखार and सांस फूलने के कारण ICU में भर्ती कराया गया और Cardiopulmonary Resuscitation किया गया था क्योंकि उसकी ORS solution की डिग्री 102° C थी।,"['The', 'patient', 'को', 'severe', 'बुखार', 'and', 'सांस', 'फूलने', 'के', 'कारण', 'ICU', 'में', 'भरती', 'कराया', 'गया', 'और', 'Cardiopulmonary', 'Resuscitation', 'किया', 'गया', 'था', 'क्योंकि', 'उसकी', 'ORS', 'solution', 'की', 'डिग्री', '102°', 'C', 'थी', '।']","['O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The emergency room physician diagnosed cardiac arrest due to severe cholesterol deposits ( HDL 20mg/dL ) found during the abnormal ECG report and administered 2mg adrenaline after patient's high blood pressure and severe chest pain.,"['The', 'emergency', 'room', 'physician', 'diagnosed', 'cardiac', 'arrest', 'due', 'to', 'severe', 'cholesterol', 'deposits', '(', 'HDL', '20mg/dL', ')', 'found', 'during', 'the', 'abnormal', 'ECG', 'report', 'and', 'administered', '2mg', 'adrenaline', 'after', ""patient's"", 'high', 'blood', 'pressure', 'and', 'severe', 'chest', 'pain', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O']"
"The emergency ward doctor performed a cardiac arrest procedure on the patient who had been experiencing severe chest pain,  shortness of breath, and had tested positive for COVID-19.","['The', 'emergency', 'ward', 'doctor', 'performed', 'a', 'cardiac', 'arrest', 'procedure', 'on', 'the', 'patient', 'who', 'had', 'been', 'experiencing', 'severe', 'chest', 'pain', 'and', 'had', 'tested', 'positive', 'for', 'COVID-19', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O']"
"दिल का दौरा पड़ने के बाद, डॉक्टर ने मरीज़ को Angioplasty से गुजरना पड़ा और उन्हें एंटीकोआगुलंट डाइट्स के लिए 100 mg Aspirin और 75 mg Clopidogrel दिए गए।","['दिल', 'का', 'दौरा', 'पड़ने', 'के', 'बाद', 'डॉक्टर', 'ने', 'मरीज़', 'को', 'Angioplasty', 'से', 'गुजरना', 'पड़ा', 'और', 'उन्हें', 'एंटीकोआगुलंट', 'डाइट्स', 'के', 'लिए', '100 mg', 'Aspirin', 'और', '75 mg', 'Clopidogrel', 'दिए', 'गए', '।']","['O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'B-TEST', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O']"
"The emergency department treated a 35-year-old patient for severe cardiac arrest after a sudden onset of तेज़ बुखार and chest pain, administered 200mg Epinephrine and 10mg Atropine, and performed an urgent X-ray to diagnose hyperkalemia.","['The', 'emergency', 'department', 'treated', 'a', '35-year-old', 'patient', 'for', 'severe', 'cardiac', 'arrest', 'after', 'a', 'sudden', 'onset', 'of', 'तेज़', 'बुखार', 'and', 'chest', 'pain', 'administered', '200mg', 'Epinephrine', 'and', '10mg', 'Atropine', 'and', 'performed', 'an', 'urgent', 'X-ray', 'to', 'diagnose', 'hyperkalemia', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'B-CONDITION', 'O']"
"मरीज़ को Cardiac arrest में था जो एक दैनिक कार्य के बाद ऑक्सीजन की कमी और तेज़ सिर दर्द से शुरू हुआ था। डॉक्टर्स ने एंजियोप्लास्टी ऑपरेशन निम्न से किया: बाईपास सर्जरी, Cardiac arrest के लिए एंटीबायोटिक्स देने की सिफारिश की।","['मरीज़', 'को', 'Cardiac', 'arrest', 'में', 'था', 'जो', 'एक', 'दैनिक', 'कार्य', 'के', 'बाद', 'ऑक्सीजन', 'की', 'कमी', 'और', 'तेज़', 'सिर', 'दर्द', 'से', 'शुरू', 'हुआ', 'था', 'डॉक्टर्स', 'ने', 'एंजियोप्लास्टी', 'ऑपरेशन', 'निम्न', 'से', 'किया:', 'बाईपास', 'सर्जरी', 'के', 'लिए', 'एंटीबायोटिक्स', 'देने', 'की', 'सिफारिश', 'की', '।']","['O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'I-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'O']"
"The patient, who had एनीमिया (B-CONDITION), was admitted to ICU after experiencing severe chest pain (B-SYMPTOM) and was administered 1 unit of packed RBCs, followed by a cardiac catheterization (B-PROCEDURE) to clear the blocked artery.","['The', 'patient', 'who', 'had', 'एनीमिया', 'was', 'admitted', 'to', 'ICU', 'after', 'experiencing', 'severe', 'chest', 'pain', 'and', 'was', 'administered', '1', 'unit', 'of', 'packed', 'RBCs', 'followed', 'by', 'a', 'cardiac', 'catheterization', 'to', 'clear', 'the', 'blocked', 'artery', '.']","['O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O']"
The patient presented with severe chest pain and shortness of breath after suffering a myocardial infarction and was immediately transported to the emergency department for an angioplasty.,"['The', 'patient', 'presented', 'with', 'severe', 'chest', 'pain', 'and', 'shortness', 'of', 'breath', 'after', 'suffering', 'a', 'myocardial', 'infarction', 'and', 'was', 'immediately', 'transported', 'to', 'the', 'emergency', 'department', 'for', 'an', 'angioplasty']","['O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'I-SYMPTOM', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE']"
"The doctor performed emergency angioplasty on the patient suffering from तेज़ बुखार and chest pain due to severe cardiac arrest, and administered 0.5mg of adrenaline via IV line.","['The', 'doctor', 'performed', 'emergency', 'angioplasty', 'on', 'the', 'patient', 'suffering', 'from', 'तेज़ बुखार', 'and', 'chest', 'pain', 'due', 'to', 'severe', 'cardiac', 'arrest', 'and', 'administered', '0.5mg', 'of', 'adrenaline', 'via', 'IV', 'line', '.']","['O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'B-DOSAGE', 'O', 'B-MEDICATION', 'O', 'O', 'O', 'O']"
