sentence_id,text,token,ner_tag
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,देवी,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,को,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,6,B-DOSAGE
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,महीने,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,के,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,बाद,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,डायलिसिस,B-PROCEDURE
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,और,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,इंसुलिन,B-MEDICATION
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,को,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,तेज़,B-SYMPTOM
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,बुखार,I-SYMPTOM
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,और,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,सिरदर्द,B-SYMPTOM
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,के,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,कारण,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,दिया,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,गया,O
0,देवी को 6 महीने के बाद डायलिसिस और इंसुलिन को तेज़ बुखार और सिरदर्द के कारण दिया गया था।,था।,O
1,"Patient ko तेज़ बुखार और सिर दर्द था, इसलिए डॉक्टर ने उसे तुरंत Angioplasty का इंजेक्शन दिया और बाद में Lipid Profile का परीक्षण करवा दिया।",Patient,B-PATIENT
