sentence_id,text,token,ner_tag
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,The,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,patient,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,underwent,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,emergency,B-CONDITION
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,surgery,B-PROCEDURE
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,for,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,acute,B-CONDITION
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,pancreatitis,I-CONDITION
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,after,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,experiencing,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,severe,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,abdominal,B-SYMPTOM
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,pain,I-SYMPTOM
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,and,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,a,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,high,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,viral,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,load,B-TEST
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,due,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,to,O
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,HBV,B-CONDITION
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,infection,I-CONDITION
0,The patient underwent emergency surgery for acute pancreatitis after experiencing severe abdominal pain and a high viral load due to HBV infection.,.,O
1,The patient को severe बुखार and सांस फूलने के कारण ICU में भर्ती कराया गया और Cardiopulmonary Resuscitation किया गया था क्योंकि उसकी ORS solution की डिग्री 102° C थी।,The,O
1,The patient को severe बुखार and सांस फूलने के कारण ICU में भर्ती कराया गया और Cardiopulmonary Resuscitation किया गया था क्योंकि उसकी ORS solution की डिग्री 102° C थी।,patient,O
1,The patient को severe बुखार and सांस फूलने के कारण ICU में भर्ती कराया गया और Cardiopulmonary Resuscitation किया गया था क्योंकि उसकी ORS solution की डिग्री 102° C थी।,को,O
1,The patient को severe बुखार and सांस फूलने के कारण ICU में भर्ती कराया गया और Cardiopulmonary Resuscitation किया गया था क्योंकि उसकी ORS solution की डिग्री 102° C थी।,severe,O
