sentence_id,text,token,ner_tag
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,A,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,patient,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,with,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,stage 2,B-CONDITION
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,हृदय रोग,I-CONDITION
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,underwent,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,an,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,emergency,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,Angioplasty,B-PROCEDURE
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,procedure,I-PROCEDURE
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,due,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,to,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,severe,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,chest pain,B-SYMPTOM
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,and,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,बुखार,B-SYMPTOM
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,after,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,an,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,abnormal,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,Lipid Profile,B-TEST
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,report,O
0,A patient with stage 2 हृदय रोग underwent an emergency Angioplasty procedure due to severe chest pain and बुखार after an abnormal Lipid Profile report.,.,O
1,"A 35-year-old patient, diagnosed with मधुमेह (Diabetes) and हृदय रोग (Cardiac disease), was administered 5mg Metformin and 20mg Atorvastatin daily after a routine ब्लड टेस्ट (Blood test) and ECG report.",A,O
1,"A 35-year-old patient, diagnosed with मधुमेह (Diabetes) and हृदय रोग (Cardiac disease), was administered 5mg Metformin and 20mg Atorvastatin daily after a routine ब्लड टेस्ट (Blood test) and ECG report.",35-year-old,O
1,"A 35-year-old patient, diagnosed with मधुमेह (Diabetes) and हृदय रोग (Cardiac disease), was administered 5mg Metformin and 20mg Atorvastatin daily after a routine ब्लड टेस्ट (Blood test) and ECG report.",patient,O
1,"A 35-year-old patient, diagnosed with मधुमेह (Diabetes) and हृदय रोग (Cardiac disease), was administered 5mg Metformin and 20mg Atorvastatin daily after a routine ब्लड टेस्ट (Blood test) and ECG report.",",",O
