text,tokens,ner_tags
"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.","['After', 'undergoing', 'emergency', 'angioplasty', ',', 'the', 'patient', 'was', 'given', '20mg', 'Aspirin', 'and', '100mg', 'Clopidogrel', 'for', '7', 'days', 'due', 'to', 'हृदय रोग', 'और', 'स्ट्रोक का खतरा', '.']","['O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'B-CONDITION', 'O', 'B-CONDITION', 'O']"
"मुझे दो दिन पहले पेट में तेज़ दर्द और उल्टी हुआ था, इसलिए डॉक्टर ने मुझे एंटीबायोटिक्स कोर्स के लिए भेजा जिसमें प्रतिदिन 500mg Amoxicillin लेना था।","['मुझे', 'दो', 'दिन', 'पहले', 'पेट', 'में', 'तेज़ दर्द', 'और', 'उल्टी', 'हुआ', 'था', 'इसलिए', 'डॉक्टर', 'ने', 'मुझे', 'एंटीबायोटिक्स', 'कोर्स', 'के', 'लिए', 'भेजा', 'जिसमें', 'प्रतिदिन', '500mg', 'Amoxicillin', 'लेना', 'था', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O']"
"The patient with severe टीबी (TB) was experiencing severe chest pain and shortness of breath, thus underwent an urgent ट्रांसक्यूप डायलिसिस (Transcatheter Dialysis) procedure.","['The', 'patient', 'with', 'severe', 'टीबी', 'was', 'experiencing', 'severe', 'chest', 'pain', 'and', 'shortness', 'of', 'breath', 'thus', 'underwent', 'an', 'urgent', 'ट्रांसक्यूप डायलिसिस', 'procedure', '.']","['O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O']"
महिला को गंभीर हृदय रोग के कारण कार्डियक सर्जरी के बाद स्टेंट की आवश्यकता थी और डॉक्टर ने उसे एंटीबायोटिक्स दिए।,"['महिला', 'को', 'गंभीर', 'हृदय रोग', 'के', 'कारण', 'कार्डियक', 'सर्जरी', 'के', 'बाद', 'स्टेंट', 'की', 'आवश्यकता', 'थी', 'और', 'डॉक्टर', 'ने', 'उसे', 'एंटीबायोटिक्स', 'दिए', '।']","['O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICATION', 'O', 'O']"
"Emergency doctors called for a team to perform an emergency angioplasty on a 45-year-old patient experiencing severe chest pain, high blood pressure, and a history of hypertension and डायबिटीज़. They ordered a blood test to check for elevatedTroponin levels.","['Emergency', 'doctors', 'called', 'for', 'a', 'team', 'to', 'perform', 'an', 'emergency', 'angioplasty', 'on', 'a', '45-year-old', 'patient', 'experiencing', 'severe', 'chest', 'pain', 'high', 'blood', 'pressure', 'and', 'a', 'history', 'of', 'hypertension', 'and', 'डायबिटीज़', 'They', 'ordered', 'a', 'blood', 'test', 'to', 'check', 'for', 'elevated', 'Troponin', 'levels', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'B-CONDITION', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
अमर्यादित रक्तचाप (Hypertension) वाले मरीज़ को डॉक्टर ने एंजियोप्लास्टी करने का निर्णय लिया और पहले एक ECG और ब्लड टेस्ट करवाए। प्रारंभिक परिणाम सुझावित कर रहे थे कि मरीज़ की हृदय गति असामान्य थी और उन्हें ग्लूकोज इंजेक्शन देने की आवश्यकता हो सकती है।,"['अमर्यादित', 'रक्तचाप', 'वाले', 'मरीज़', 'को', 'डॉक्टर', 'ने', 'एंजियोप्लास्टी', 'करने', 'का', 'निर्णय', 'लिया', 'और', 'पहले', 'एक', 'ECG', 'और', 'ब्लड', 'टेस्ट', 'करवाए', '।', 'प्रारंभिक', 'परिणाम', 'सुझावित', 'कर', 'रहे', 'थे', 'कि', 'मरीज़', 'की', 'हृदय', 'गति', 'असामान्य', 'थी', 'और', 'उन्हें', 'ग्लूकोज', 'इंजेक्शन', 'देने', 'की', 'आवश्यकता', 'हो', 'सकती', 'है', '।']","['O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-MEDICATION', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
The patient diagnosed with severe टीबी (TB) was prescribed 10mg Rifampicin twice daily after a positive स्पुतम सांस test and underwent an emergency Thoracotomy procedure.,"['The', 'patient', 'diagnosed', 'with', 'severe', 'टीबी', 'TB', 'was', 'prescribed', '10mg', 'Rifampicin', 'twice', 'daily', 'after', 'a', 'positive', 'स्पुतम', 'सांस', 'test', 'and', 'underwent', 'an', 'emergency', 'Thoracotomy', 'procedure', '।']","['O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O']"
The emergency department physician performed an immediate angioplasty procedure on the patient with acute coronary syndrome due to severe chest pain and elevated troponin levels.,"['The', 'emergency', 'department', 'physician', 'performed', 'an', 'immediate', 'angioplasty', 'procedure', 'on', 'the', 'patient', 'with', 'acute', 'coronary', 'syndrome', 'due', 'to', 'severe', 'chest', 'pain', 'and', 'elevated', 'troponin', 'levels', '.']","['O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'B-TEST', 'I-TEST', 'O']"
The patient who had स्ट्रोक (stroke) was immediately given 300 mg of Alteplase intravenously after an abnormal CT scan.,"['The', 'patient', 'who', 'had', 'स्ट्रोक', ' (stroke)', 'was', 'immediately', 'given', '300 mg', 'of', 'Alteplase', 'intravenously', 'after', 'an', 'abnormal', 'CT', 'scan', '.']","['O', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'B-DOSAGE', 'O', 'B-MEDICATION', 'B-PROCEDURE', 'O', 'O', 'O', 'B-TEST', 'O', 'O']"
Emergency room doctor performed an emergency craniotomy on the patient with severe head injury and ordered an urgent CT scan.,"['Emergency', 'room', 'doctor', 'performed', 'an', 'emergency', 'craniotomy', 'on', 'the', 'patient', 'with', 'severe', 'head', 'injury', 'and', 'ordered', 'an', 'urgent', 'CT', 'scan', '.']","['B-PROCEDURE', 'O', 'O', 'O', 'O', 'I-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O']"
