text,tokens,ner_tags
The patient was rushed to the ICU after suffering a cardiac arrest due to ventricular fibrillation and was administered 1mg Adrenaline IV after an ECG showed a cardiac rhythm disturbance.,"['The', 'patient', 'was', 'rushed', 'to', 'the', 'ICU', 'after', 'suffering', 'a', 'cardiac', 'arrest', 'due', 'to', 'ventricular', 'fibrillation', 'and', 'was', 'administered', '1mg', 'Adrenaline', 'IV', 'after', 'an', 'ECG', 'showed', 'a', 'cardiac', 'rhythm', 'disturbance', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-PROCEDURE', 'O', 'O', 'B-TEST', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O']"
"The emergency doctor performed an urgent angioplasty on the 65-year-old मरीज़ with स्ट्रोक symptoms, administered 10mg of Alteplase medication, and further took a BNP test to confirm the diagnosis.","['The', 'emergency', 'doctor', 'performed', 'an', 'urgent', 'angioplasty', 'on', 'the', '65-year-old', 'मरीज़', 'with', 'स्ट्रोक', 'symptoms', 'administered', '10mg', 'of', 'Alteplase', 'medication', 'and', 'further', 'took', 'a', 'BNP', 'test', 'to', 'confirm', 'the', 'diagnosis', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-DOSAGE', 'O', 'B-MEDICATION', 'I-MEDICATION', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O']"
"The doctor prescribed 100mg Paracetamol for the patient's severe headache and fever, which was confirmed by a positive PCR test for COVID-19, and advised the patient to undergo a chest X-ray and take oxygen therapy for 5 days.","['The', 'doctor', 'prescribed', '100mg', 'Paracetamol', 'for', 'the', ""patient's"", 'severe', 'headache', 'and', 'fever', 'which', 'was', 'confirmed', 'by', 'a', 'positive', 'PCR', 'test', 'for', 'COVID-19', 'and', 'advised', 'the', 'patient', 'to', 'undergo', 'a', 'chest', 'X-ray', 'and', 'take', 'oxygen', 'therapy', 'for', '5', 'days', '.']","['O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'B-DOSAGE', 'I-DOSAGE', 'O']"
" During the cardiac arrest emergency, the doctors administered 1mg adrenaline IV followed by an immediate ECG, X-ray, and Blood Test to diagnose the cause of Cardiac Arrhythmia and Hypotension.","['During', 'the', 'cardiac', 'arrest', 'emergency', ',', 'the', 'doctors', 'administered', '1mg', 'adrenaline', 'IV', 'followed', 'by', 'an', 'immediate', 'ECG', ',', 'X-ray', ',', 'and', 'Blood', 'Test', 'to', 'diagnose', 'the', 'cause', 'of', 'Cardiac', 'Arrhythmia', 'and', 'Hypotension', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'I-TEST', 'O', 'B-TEST', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'B-CONDITION', 'O']"
"Patient ko तेज़ सिर दर्द था, जिसके बाद डॉक्टर ने मल्टीपल स्क्लेरोसिस का निदान किया और 20 mg ऑफिन B 10days के लिए दिया।","['Patient', 'को, ', 'तेज़', 'सिर', 'दर्द', ',', 'जिसके', 'बाद', 'डॉक्टर', 'ने', 'मल्टीपल', 'स्क्लेरोसिस', 'का', 'निदान', 'किया', 'और', '20', 'mg', 'ऑफिन', 'B', '10', 'days', 'के', 'लिए', 'दिया', '.']","['O', 'O', 'B-SYMPTOM', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'O', 'B-MEDICATION', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'O']"
यात्रा के बाद 5 दिनों में दुष्प्रभाव प्रकट होने पर डॉक्टर ने पेशाब की लंबी फिल्टर के लिए यूरिन का टेस्ट कराया और उच्च रक्तचाप के लिए Enalapril 5mg दिया।,"['यात्रा', 'के', 'बाद', '5 दिनों', 'में', 'दुष्प्रभाव', 'प्रकट', 'होने', 'पर', 'डॉक्टर', 'ने', 'पेशाब', 'की', 'लंबी', 'फिल्टर', 'के', 'लिए', 'यूरिन', 'का', 'टेस्ट', 'कराया', 'और', 'उच्च', 'रक्तचाप', 'के', 'लिए', 'Enalapril', '5mg', 'दिया', '।']","['O', 'O', 'O', 'B-DOSAGE', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'B-TEST', 'O', 'I-TEST', 'O', 'O', 'B-SYMPTOM', 'B-CONDITION', 'O', 'O', 'B-MEDICATION', 'B-DOSAGE', 'O', 'O']"
"The patient, diagnosed with acute pancreatitis, underwent an emergency surgery, receiving 30 units of fresh frozen plasma and 10mg Ondansetron for severe vomiting.","['The', 'patient', ',', 'diagnosed', 'with', 'acute', 'pancreatitis', ',', 'underwent', 'an', 'emergency', 'surgery', ',', 'receiving', '30', 'units', 'of', 'fresh', 'frozen', 'plasma', 'and', '10mg', 'Ondansetron', 'for', 'severe', 'vomiting', '.']","['O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'B-SYMPTOM', 'O']"
"Patient ko तेज़ बुखार, सांस लेने में कठिनाई और जोरदार ह्रदय गति तेजी के कारण ICU में डाला गया। फिर हालिया ब्लड टेस्ट में ग्लूकोज स्तर और क्रिएटिनिन स्तर 5.2 और 1.8 मिलीग्राम में पाया गया। डॉक्टर ने डायलिसिस शुरू करने के बाद 10mg Lisinopril की खुराक दी।
","['Patient', 'ko', 'तेज़', 'बुखार', ',', 'सांस', 'लेने', 'में', 'कठिनाई', 'और', 'जोरदार', 'ह्रदय', 'गति', 'तेजी', 'के', 'कारण', 'ICU', 'में', 'डाला', 'गया', '।', 'फिर', 'हालिया', 'ब्लड', 'टेस्ट', 'में', 'ग्लूकोज', 'स्तर', '5', '.', '2', 'मिलीग्राम', 'में', 'पाया', 'गया', '।', 'डॉक्टर', 'ने', 'डायलिसिस', 'शुरू', 'करने', 'के', 'बाद', '10mg', 'Lisinopril', 'की', 'खुराक', 'दी', '।']","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'B-DOSAGE', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'O']"
"The doctor performed emergency surgery on a 35-year-old man suffering from severe chest pain, including high blood pressure ( hypertension ), and administered a 5mg dose of Aspirin.","['The', 'doctor', 'performed', 'emergency', 'surgery', 'on', 'a', '35-year-old', 'man', 'suffering', 'from', 'severe', 'chest', 'pain', 'and', 'hypertension', ',', 'and', 'administered', 'a', '5mg', 'Aspirin', '.']","['O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O']"
A 35-year-old मां को इम्युनोग्लोबुलिन 400mg इंजेक्शन दिया गया है क्योंकि उसकी ब्लड ग्लूकोज 170 मिलीग्राम प्रति डेसीलीटर थी।,"['A', '35-year-old', 'मां', 'को', 'इम्युनोग्लोबुलिन', '400mg', 'इंजेक्शन', 'दिया', 'गया', 'है', 'क्योंकि', 'उसकी', 'ब्लड', 'ग्लूकोज', '170', 'मिलीग्राम', 'प्रति', 'डेसीलीटर', 'थी', '।']","['O', 'O', 'O', 'O', 'B-MEDICATION', 'B-DOSAGE', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'B-TEST', 'O', 'O', 'O', 'O', 'O', 'O']"
