sentence_id,text,token,ner_tag
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",After,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",undergoing,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",emergency,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",angioplasty,B-PROCEDURE
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",",",O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",the,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",patient,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",was,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",given,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",20mg,B-DOSAGE
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",Aspirin,B-MEDICATION
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",and,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",100mg,B-DOSAGE
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",Clopidogrel,B-MEDICATION
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",for,O
0,"After undergoing emergency angioplasty, the patient was given 20mg Aspirin and 100mg Clopidogrel for 7 days due to हृदय रोग and स्ट्रोक का खतरा.",7,B-DOSAGE
