text,tokens,ner_tags
रोगी को तेज़ सिर दर्द और बुखार के कारण डॉक्टर ने ECG और ब्लड टेस्ट के लिए कहा और 250mg Paracetamol दिया।,"['रोगी', 'को', 'तेज़', 'सिर', 'दर्द', 'और', 'बुखार', 'के', 'कारण', 'डॉक्टर', 'ने', 'ECG', 'और', 'ब्लड', 'टेस्ट', 'के', 'लिए', 'कहा', 'और', '250mg', 'Paracetamol', 'दिया', '।']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O']"
The patient with मधुमेह (Diabetes) underwent an Angioplasty procedure and was prescribed 5mg Atorvastatin daily for 30 days to control his तेज़ बुखार (high fever) and chest pain after a abnormal Lipid Profile test.,"['The', 'patient', 'with', 'मधुमेह', '(', 'Diabetes', ')', 'underwent', 'an', 'Angioplasty', 'procedure', 'and', 'was', 'prescribed', '5mg', 'Atorvastatin', 'daily', 'for', '30', 'days', 'to', 'control', 'his', 'तेज़', 'बुखार', '(', 'high', 'fever', ')', 'and', 'chest', 'pain', 'after', 'a', 'abnormal', 'Lipid', 'Profile', 'test', '.']","['O', 'O', 'O', 'B-CONDITION', 'O', 'I-CONDITION', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'B-DOSAGE', 'O', 'B-DOSAGE', 'B-DOSAGE', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'I-TEST', 'O']"
Patient को तेज़ बुखार और सिर दर्द के कारण डॉक्टर ने 5mg Paracetamol और एक ब्लड टेस्ट की सलाह दी और फिर ईसीजी रिपोर्ट के बाद ही आगे की कार्रवाई करने का फैसला किया।,"['Patient', 'को', 'तेज़', 'बुखार', 'और', 'सिर', 'दर्द', 'के', 'कारण', 'डॉक्टर', 'ने', '5mg', 'Paracetamol', 'और', 'एक', 'ब्लड', 'टेस्ट', 'की', 'सलाह', 'दी', 'और', 'फिर', 'ईसीजी', 'रिपोर्ट', 'के', 'बाद', 'ही', 'आगे', 'की', 'कार्रवाई', 'करने', 'का', 'फैसला', 'किया', '।']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
"एक मरीज़ को तेज़ सिर दर्द और बुखार था, इसलिए डॉक्टर ने उसे 500mg Paracetamol दिया और एक ECG टेस्ट कराने की सलाह दी।","['एक', 'मरीज़', 'को', 'तेज़', 'सिर', 'दर्द', 'और', 'बुखार', 'था', ',', 'इसलिए', 'डॉक्टर', 'ने', 'उसे', '500mg', 'Paracetamol', 'दिया', 'और', 'एक', 'ECG', 'टेस्ट', 'कराने', 'की', 'सलाह', 'दी', '।']","['O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O']"
"रोगी को हृदय रोग के कारण Angioplasty की आवश्यकता थी, इसलिए डॉक्टर ने उसे 5mg Aspirin और 200mL PPI दिया और एक ECG टेस्ट भी कराया।","['रोगी', 'को', 'हृदय', 'रोग', 'के', 'कारण', 'Angioplasty', 'की', 'आवश्यकता', 'थी', ',', 'इसलिए', 'डॉक्टर', 'ने', 'उसे', '5mg', 'Aspirin', 'और', '200mL', 'PPI', 'दिया', 'और', 'एक', 'ECG', 'टेस्ट', 'भी', 'कराया', '।']","['O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O']"
"रोगी को हृदय रोग के कारण Angioplasty की आवश्यकता थी, जिसके बाद उसे तेज़ सांस और बुखार की शिकायत थी, इसलिए डॉक्टर ने 200mL Paracetamol और ऑक्सीजन थेरेपी दी।","['रोगी', 'को', 'हृदय', 'रोग', 'के', 'कारण', 'Angioplasty', 'की', 'आवश्यकता', 'थी', ',', 'जिसके', 'बाद', 'उसे', 'तेज़', 'सांस', 'और', 'बुखार', 'की', 'शिकायत', 'थी', ',', 'इसलिए', 'डॉक्टर', 'ने', '200mL', 'Paracetamol', 'और', 'ऑक्सीजन', 'थेरेपी', 'दी', '।']","['O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-TEST', 'I-TEST', 'O', 'O']"
"रोगी को तेज़ सिर दर्द और बुखार था, इसलिए डॉक्टर ने उसे 5mg Paracetamol और एक ब्लड टेस्ट करवाने के लिए कहा।","['रोगी', 'को', 'तेज़', 'सिर', 'दर्द', 'और', 'बुखार', 'था', ',', 'इसलिए', 'डॉक्टर', 'ने', 'उसे', '5mg', 'Paracetamol', 'और', 'एक', 'ब्लड', 'टेस्ट', 'करवाने', 'के', 'लिए', 'कहा', '।']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O']"
एक 40 वर्षीय पुरुष मरीज़ को तेज़ सिर दर्द और उच्च रक्तचाप के कारण डॉक्टर ने 5mg Amlodipine और 200mL पानी के साथ एक बार दिन में Paracetamol दिया और ECG और ब्लड टेस्ट कराने की सलाह दी।,"['एक', '40', 'वर्षीय', 'पुरुष', 'मरीज़', 'को', 'तेज़', 'सिर', 'दर्द', 'और', 'उच्च', 'रक्तचाप', 'के', 'कारण', 'डॉक्टर', 'ने', '5mg', 'Amlodipine', 'और', '200mL', 'पानी', 'के', 'साथ', 'एक', 'बार', 'दिन', 'में', 'Paracetamol', 'दिया', 'और', 'ECG', 'और', 'ब्लड', 'टेस्ट', 'कराने', 'की', 'सलाह', 'दी।']","['O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICATION', 'O', 'O', 'B-TEST', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O']"
"Patient को तेज़ सिर दर्द और बुखार था, इसलिए डॉक्टर ने 500mg Paracetamol और एक ब्लड टेस्ट कराने की सलाह दी।","['Patient', 'को', 'तेज़', 'सिर', 'दर्द', 'और', 'बुखार', 'था', ',', 'इसलिए', 'डॉक्टर', 'ने', '500mg', 'Paracetamol', 'और', 'एक', 'ब्लड', 'टेस्ट', 'कराने', 'की', 'सलाह', 'दी', '।']","['O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'O']"
रोगी को हृदय रोग के कारण Angioplasty की सलाह दी गई और उसे तुरंत अस्पताल में भर्ती कराया गया क्योंकि उसका ECG रिपोर्ट abnormal था और उसे तेज़ सांस लेने में परेशानी हो रही थी।,"['रोगी', 'को', 'हृदय', 'रोग', 'के', 'कारण', 'Angioplasty', 'की', 'सलाह', 'दी', 'गई', 'और', 'उसे', 'तुरंत', 'अस्पताल', 'में', 'भर्ती', 'कराया', 'गया', 'क्योंकि', 'उसका', 'ECG', 'रिपोर्ट', 'abnormal', 'था', 'और', 'उसे', 'तेज़', 'सांस', 'लेने', 'में', 'परेशानी', 'हो', 'रही', 'थी', '।']","['O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'I-TEST', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O']"
