text,tokens,ner_tags
The patient with severe asthma was prescribed 20mg Cromolyn after an emergency visit to the ER due to severe साँस फूलना.,"['The', 'patient', 'with', 'severe', 'asthma', 'was', 'prescribed', '20mg', 'Cromolyn', 'after', 'an', 'emergency', 'visit', 'to', 'the', 'ER', 'due', 'to', 'severe', 'साँस', 'फूलना', '.']","['O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'B-SYMPTOM', 'B-SYMPTOM', 'I-SYMPTOM', 'O']"
"Dr. राजेन्द्र ने ओपीडी में मरीज़ को Cardiac Rehabilitation बिना परामर्श के Angioplasty के बाद किया, जिसमें ब्लड प्रेशर 150/90 mmHg और Chest दर्द थे।","['Dr.', 'राजेन्द्र', 'ने', 'ओपीडी', 'में', 'मरीज़', 'को', 'Cardiac', 'Rehabilitation', 'बिना', 'परामर्श', 'के', 'Angioplasty', 'के', 'बाद', 'किया', 'जिसमें', 'ब्लड', 'प्रेशर', '150/90', 'mmHg', 'और', 'Chest', 'दर्द', 'था', '।']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O']"
Patient ko तेज़ बुखार और सांस फूलने की समस्या के कारण डॉक्टर ने छाती का X-ray कराने और एंटीबायोटिक्स देने का निर्णय लिया| यह डॉक्टर का विचार था कि यह TB के लक्षण हो सकते हैं|,"['Patient', 'ko', 'तेज़', 'बुखार', 'और', 'सांस', 'फूलने', 'की', 'समस्या', 'के', 'कारण', 'डॉक्टर', 'ने', 'छाती', 'का', 'X-ray', 'कराने', 'और', 'एंटीबायोटिक्स', 'देने', 'का', 'निर्णय', 'लिया|', 'यह', 'डॉक्टर', 'का', 'विचार', 'था', 'कि', 'यह', 'TB', 'के', 'लक्षण', 'हो', 'सकते', 'हैं|']","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O']"
"Patient को पेशाब करने में कठिनाई हो रही थी, जिसके लिए डॉक्टर ने ECG, केटेक्टेराइजेशन Therapy का सुझाव दिया और patient को 200 mg Magnesium सलाह दी गई।","['Patient', 'को', 'पेशाब', 'करने', 'में', 'कठिनाई', 'हो', 'रही', 'थी', 'जिसके', 'लिए', 'डॉक्टर', 'ने', 'ECG', ',', 'केटेक्टेराइजेशन', 'Therapy', 'का', 'सुझाव', 'दिया', 'और', 'patient', 'को', '200 mg', 'Magnesium', 'सलाह', 'दी', 'गई', '.']","['O', 'O', 'B-SYMPTOM', 'O', 'O', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'O']"
"The emergency surgeon performed an urgent cardiac arrest protocol (CPR) after the patient suddenly developed severe chest pain and tachycardia (130 bpm), which was a complication of recent angioplasty surgery.","['The', 'emergency', 'surgeon', 'performed', 'an', 'urgent', 'cardiac', 'arrest', 'protocol', 'after', 'the', 'patient', 'suddenly', 'developed', 'severe', 'chest', 'pain', 'and', 'tachycardia', '(', '130', 'bpm', ')', 'which', 'was', 'a', 'complication', 'of', 'recent', 'angioplasty', 'surgery', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O']"
"Patient की माँ ने सूचना दी कि उसके 5 साल के बच्चे को 30 minutes पहले तेज़ बुखार और खांसी के कारण अस्पताल में भर्ती कराया गया है, जहां डॉक्टर ने एक्स-रे और रक्त परीक्षण किए और हृदय रोग का निदान करने के बाद, बच्चे को कार्डियोप्लास्टी ऑपरेशन की सलाह दी गई.","['Patient', 'की', 'माँ', 'ने', 'सूचना', 'दी', 'कि', 'उसके', '5', 'साल', 'के', 'बच्चे', 'को', '30', 'minutes', 'पहले', 'तेज़', 'बुखार', 'और', 'खांसी', 'के', 'कारण', 'अस्पताल', 'में', 'भर्ती', 'किया', 'गया', 'है,', 'जहां', 'डॉक्टर', 'ने', 'एक्स-रे', 'और', 'रक्त', 'परीक्षण', 'किए', 'और', 'हृदय', 'रोग', 'का', 'निदान', 'करने', 'के', 'बाद', 'बच्चे', 'को, ', 'कार्डियोप्लास्टी', 'ऑपरेशन', 'की', 'सलाह', 'दी', 'गई', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'O']"
"Patient ko तेज़ बुखार, जुकाम और सांस लेने में दिक्कत के कारण डॉक्टर ने एंटीवायरल दवा Oseltamivir दी और लैब टेस्ट के आधार पर ट्रीटमेंट शुरू किया।","['Patient', 'को', 'तेज़', 'बुखार', 'जुकाम', 'और', 'सांस', 'लेने', 'में', 'दिक्कत', 'के', 'कारण', 'डॉक्टर', 'ने', 'एंटीवायरल', 'दवा', 'Oseltamivir', 'दी', 'और', 'लैब', 'टेस्ट', 'के', 'आधार', 'पर', 'ट्रीटमेंट', 'शुरू', 'किया', '।']","['O', 'O', 'O', 'B-SYMPTOM', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-PROCEDURE', 'O', 'O', 'O']"
"Patient ko तेज़ बुखार और सीने में दर्द था, जिसके बाद doctor ने 3ml ब्रोन्कोडायलेटर का डोज दिया और Chest X-ray की सलाह दी।","['Patient', 'को', 'तेज़', 'बुखार', 'और', 'सीने', 'में', 'दर्द', 'था', 'जिसके', 'बाद', 'डॉक्टर', 'ने', '3ml', 'ब्रोन्कोडायलेटर', 'का', 'डोज', 'दिया', 'और', 'Chest', 'X-ray', 'की', 'सलाह', 'दी', '.']","['O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'B-MEDICATION', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'O']"
"The emergency room doctor suspected cardiac arrest and administered 1mg Adrenaline with 30 mL of 0.9% Sodium Chloride IV, followed by an ECG, after the patient complained of तेज़ बुखार, chest tightness and ब्रांकियल दर्द.","['The', 'emergency', 'room', 'doctor', 'suspected', 'cardiac', 'arrest', 'and', 'administered', '1mg', 'Adrenaline', 'with', '30', 'mL', 'of', '0.9%', 'Sodium', 'Chloride', 'IV', 'followed', 'by', 'an', 'ECG', 'after', 'the', 'patient', 'complained', 'of', 'तेज़', 'बुखार', ',', 'chest', 'tightness', 'and', 'ब्रांकियल', 'दर्द', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'O', 'O', 'B-MEDICATION', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-TEST', 'O', 'O', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O', 'O', 'B-SYMPTOM', 'O']"
"अस्थमा के मरीज़ को प्रिस्क्राइब किया गया 2 पuffs  सावधानी से लेने के लिए, लेकिन डॉक्टर ने बिना एंटीबायोटिक्स के ही किसी भी संक्रमण का इलाज किया।","['अस्थमा', 'के', 'मरीज़', 'को, ', 'प्रिस्क्राइब', 'किया ', 'गया', '2 ', 'puffs ', 'सावधानी ', 'से ', 'लेने ', 'के ', 'लिए, ', 'लेकिन ', 'डॉक्टर ', 'ने ', 'बिना ', 'एंटीबायोटिक्स ', 'के ', 'ही ', 'किसी ', 'भी ', 'संक्रमण ', 'का ', 'इलाज ', 'किया ', '।']","['B-CONDITION', 'O', 'O', 'O', 'O', 'O', 'O', 'B-DOSAGE', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'O', 'B-PROCEDURE', 'O', 'O']"
"The patient was hospitalized after a severe cardiac arrest during an angioplasty procedure, which revealed a blocked Jugular Vein and high levels of calcium in blood.","['The', 'patient', 'was', 'hospitalized', 'after', 'a', 'severe', 'cardiac', 'arrest', 'during', 'an', 'angioplasty', 'procedure', 'which', 'revealed', 'a', 'blocked', 'Jugular', 'Vein', 'and', 'high', 'levels', 'of', 'calcium', 'in', 'blood', '.']","['O', 'O', 'O', 'O', 'O', 'O', 'O', 'B-CONDITION', 'I-CONDITION', 'O', 'O', 'B-PROCEDURE', 'I-PROCEDURE', 'O', 'O', 'O', 'O', 'B-SYMPTOM', 'I-SYMPTOM', 'O', 'O', 'O', 'O', 'O', 'O', 'O', 'O']"
